https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D0%BC%D0%B5%D0%BC%D0%B0%D0%B7%D0%B8%D0%BD	Алимемазин	APRD00258	http://www.drugbank.ca/drugs/APRD00258	Алимемазина тартрат, Тералиджен, Терален, Alimezine, Isobutrazine, Methylpromazine, Nedeltran, Panectyl, Repeltin, Temaril, Theralen, Trimeprazine, Vallergan
https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BC%D0%B0%D0%B7%D0%B8%D0%BD	Промазин	00420	https://www.drugbank.ca/r/DB00420	промазин
https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%BE%D0%BC%D0%B5%D0%BF%D1%80%D0%BE%D0%BC%D0%B0%D0%B7%D0%B8%D0%BD	Левомепромазин	01403	https://www.drugbank.ca/r/DB01403	Левомепромазин, Тизерцин
https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%85%D0%BB%D0%BE%D1%80%D0%BF%D0%B5%D1%80%D0%B0%D0%B7%D0%B8%D0%BD	Прохлорперазин	DB00433	http://www.drugbank.ca/drugs/DB00433	Метеразин
https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D1%84%D0%B5%D0%BD%D0%B0%D0%B7%D0%B8%D0%BD	Перфеназин	00850	https://www.drugbank.ca/r/DB00850	Этаперазин
https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%BE%D0%BF%D1%80%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D0%B7%D0%B8%D0%BD	Тиопроперазин	01622	https://www.drugbank.ca/r/DB01622	Мажептил
https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D1%83%D1%84%D0%B5%D0%BD%D0%B0%D0%B7%D0%B8%D0%BD	Флуфеназин	DB00623	http://www.drugbank.ca/drugs/DB00623	Модитен, Модитен-депо, Флуфеназин г/х, Миренил, Модекейт, Пролинат, Лиородин-депо, Проликсин деканоат, Лиоген, Пролинат[1]
https://ru.wikipedia.org/wiki/%D0%A5%D0%BB%D0%BE%D1%80%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%BA%D1%81%D0%B5%D0%BD	Хлорпротиксен	01239	https://www.drugbank.ca/r/DB01239	Труксал, Хлорпротиксен Зентива, Хлорпротиксен Лечива
https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BF%D0%BE%D1%82%D0%B8%D0%B0%D0%B7%D0%B8%D0%BD	Пипотиазин	DB01621	http://www.drugbank.ca/drugs/DB01621
https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B8%D1%86%D0%B8%D0%B0%D0%B7%D0%B8%D0%BD	Перициазин	01608	https://www.drugbank.ca/r/DB01608	«Неулептил»
https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D1%84%D0%BB%D1%83%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D0%B7%D0%B8%D0%BD	Трифлуоперазин	DB00831	http://www.drugbank.ca/drugs/DB00831	Трифлуоперазин, Трифтазин, Стелазин. Вышли из производства: Эсказин, Тразин
https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%BE%D0%BF%D0%B5%D1%80%D0%B8%D0%B4%D0%BE%D0%BB	Галоперидол	APRD00538	http://www.drugbank.ca/drugs/APRD00538	Галоперидол, Халоперидол, Haldol, Галопер, Сенорм, Апо-Галоперидол, Галидол, Галоперидол-ратиофарм, Галоприл, Депидол, Ново-Перидол, Ридол, Сенорм, Транкодол, Галоперидол-Акри, Галоперидол-Ферейн, Галоперидола-РОС, Галоперидол форте, Галоперидол деканоат[1]
https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%BE%D1%80%D0%B8%D0%B4%D0%B0%D0%B7%D0%B8%D0%BD	Тиоридазин	APRD00596	http://www.drugbank.ca/drugs/APRD00596	Ридазин, Сонапакс, Сонапакс-ретард, Меллерил, Меллерил ретард, Меллерил-200, Тиодазин, Тиорил, Тисон, Апо-Тиоридазин, Тиоридазина гидрохлорид[1]
https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%BE%D0%BF%D0%B5%D1%80%D0%B8%D0%B4%D0%BE%D0%BB	Дроперидол	APRD00939	http://www.drugbank.ca/drugs/APRD00939
https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BD%D0%BF%D0%B5%D1%80%D0%B8%D0%B4%D0%BE%D0%BB	Бенперидол	12867	https://www.drugbank.ca/r/DB12867	Anquil, Benzperidol, Concillium, Frenactil, Glianimon, Psicoben
https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BC%D0%BE%D0%B7%D0%B8%D0%B4	Пимозид	01100	https://www.drugbank.ca/r/DB01100	Орап
https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D1%83%D1%81%D0%BF%D0%B8%D1%80%D0%B8%D0%BB%D0%B5%D0%BD	Флуспирилен	04842	https://www.drugbank.ca/r/DB04842	Флушпирилен
https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%BE%D0%B7%D0%B0%D0%BF%D0%B8%D0%BD	Клозапин	APRD00470	http://www.drugbank.ca/drugs/APRD00470	Азалептин, Лепонекс, Азалепрол, Клозастен, Клозарил, Алемоксан, Азапин, Азалептол, Азалептикон, Скизорил, Клозаполь
https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BB%D1%8C%D0%BF%D0%B8%D1%80%D0%B8%D0%B4	Сульпирид	APRD00032	http://www.drugbank.ca/drugs/APRD00032	Сульпирид, Модал, Бетамакс, Бетамак Т100, Бетамак Т200, Бетамак Т50, Веро-Сульпирид, Депрал, Догматил, Нонестон, Просульпин, Эглек, Эглонил
https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%B0%D0%BF%D1%80%D0%B8%D0%B4	Тиаприд	13025	https://www.drugbank.ca/r/DB13025	Тиаприд, Тиапридал
https://ru.wikipedia.org/wiki/%D0%A5%D0%BB%D0%BE%D1%80%D0%B4%D0%B8%D0%B0%D0%B7%D0%B5%D0%BF%D0%BE%D0%BA%D1%81%D0%B8%D0%B4	Хлордиазепоксид	APRD00682	http://www.drugbank.ca/drugs/APRD00682	Элениум, Либриум
https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%B0%D0%B7%D0%B5%D0%BF%D0%B0%D0%BC	Диазепам	APRD00642	http://www.drugbank.ca/drugs/APRD00642	Апаурин, Ассивал, Валиум, Реланиум, Релиум, Седуксен, Сибазон, Брюзепам.
https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D1%80%D0%B0%D0%B7%D0%B5%D0%BF%D0%B0%D0%BC	Лоразепам	APRD00116	http://www.drugbank.ca/drugs/APRD00116	«Лорафен», «Лориван»
https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%81%D0%B0%D0%B7%D0%B5%D0%BF%D0%B0%D0%BC	Оксазепам	APRD01152	http://www.drugbank.ca/drugs/APRD01152	«Вабен» «Нозепам»; «Тазепам».
https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%BE%D0%B1%D0%B0%D0%B7%D0%B0%D0%BC	Клобазам	APRD00307	http://www.drugbank.ca/drugs/APRD00307	«Фризиум»
https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%BF%D1%80%D0%B0%D0%B7%D0%BE%D0%BB%D0%B0%D0%BC	Алпразолам	APRD00280	http://www.drugbank.ca/drugs/APRD00280	Алзолам, Алпразолам, Алпразолам Органика, Алпралид, Золдак, Золомакс, Ксанакс (Xanax), Кассадан (Cassadan), Ламоз, Неурол (Neurol), Фронтин, Хелекс,
https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BF%D1%80%D0%BE%D0%B1%D0%B0%D0%BC%D0%B0%D1%82	Мепробамат	APRD01095	http://www.drugbank.ca/drugs/APRD01095	Мепротан
https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BD%D0%B0%D0%BA%D1%82%D0%B8%D0%B7%D0%B8%D0%BD	Бенактизин	09023	https://www.drugbank.ca/r/DB09023	Suavitil, Phebex, Phobex, Cedad, Cevanol, Deprol, Lucidil, Morcain, Nutinal, Parasan
https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B0%D0%BB%D0%B0%D0%BC%D0%B8%D0%B4	Ниаламид	04820	https://www.drugbank.ca/r/DB04820
https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D0%BB%D0%B8%D0%BD%D0%B4%D0%BE%D0%BB	Пирлиндол	09244	https://www.drugbank.ca/r/DB09244	пиразидол
https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D0%B8%D0%BF%D1%80%D0%B0%D0%BC%D0%B8%D0%BD	Имипрамин	APRD00672	http://www.drugbank.ca/drugs/APRD00672	Антидеприн, Апо-Имипрамин, Депранил, Депримин, Депринол, Депсонил, Динаприн, Имизин, Имипрамин, Импрамин, Импрамин Ин., Имприл, Ирмин, Мелипрамин, Новопрамин, Норфанил, Прилейган, Прилойган-10, Сурпликс, Тофранил, Эупрамин.
https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%82%D1%80%D0%B0%D0%BB%D0%B8%D0%BD%D0%B4%D0%BE%D0%BB	Метралиндол	09306	https://www.drugbank.ca/r/DB09306	Метралиндол
https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BA%D0%BB%D0%BE%D0%B1%D0%B5%D0%BC%D0%B8%D0%B4	Моклобемид	APRD00603	http://www.drugbank.ca/drugs/APRD00603	Аурорикс
https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B7%D0%B8%D0%BF%D1%80%D0%B0%D0%BC%D0%B8%D0%BD	Дезипрамин	APRD00022	http://www.drugbank.ca/drugs/APRD00022	«Пертофран», «Петилил»
https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%BE%D0%BC%D0%B8%D0%BF%D1%80%D0%B0%D0%BC%D0%B8%D0%BD	Кломипрамин	APRD00253	http://www.drugbank.ca/drugs/APRD00253	Анафранил (Anafranil), Гидифен, Кломинал, Клофранил, Маронил (Maronil), Hydiphen, Klomipramin, Monochlorimipramine, Neoprex
https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B8%D0%BF%D1%80%D0%B0%D0%BC%D0%BE%D0%BB	Опипрамол	12930	https://www.drugbank.ca/r/DB12930	Прамолон
https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%BF%D1%82%D0%B8%D0%BB%D0%B8%D0%BD	Амитриптилин	APRD00227	http://www.drugbank.ca/drugs/APRD00227	Амитриптилин, Амизол, Амирол, Саротен, Саротен ретард, Триптизол, Эливел, Аминеурин, Апо-Амитриптилин, Ново-Триптин, Адепрен, Амиптилин, Амитон, Амитриптилин Никомед, Веро-Амитриптилин, Дамилена малеинат[1]
https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D1%83%D0%BE%D0%BA%D1%81%D0%B5%D1%82%D0%B8%D0%BD	Флуоксетин	APRD00530	http://www.drugbank.ca/drugs/APRD00530	Прозак (Prozac), Продеп, Профлузак, Флувал, Флуоксетин-Акри, Флуоксетин-Канон, Флуоксетин Гексал, Флунисан, Флуоксетина гидрохлорид, Флуоксетин Ланнахер, Апо-Флуоксетин, Флуксен, Депрекс, Депрексин, Окседеп, Портал, Флоксетин, Флуксонил, Флунат, Флуоксетин-КМП, Флюдак, Биоксетин, Депренон, Флоксэт, Флуоксетин Никомед, Фрамекс[1]
https://ru.wikipedia.org/wiki/%D0%A4%D1%82%D0%BE%D1%80%D0%B0%D1%86%D0%B8%D0%B7%D0%B8%D0%BD	Фторацизин	DB00623	http://www.drugbank.ca/drugs/DB00623	Флуоцизин
https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%BB%D0%B8%D0%BD	Мапротилин	APRD00747	http://www.drugbank.ca/drugs/APRD00747	Людиомил, Мапротибене, Ладисан
https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%B7%D0%BE%D0%B4%D0%BE%D0%BD	Тразодон	APRD00533	http://www.drugbank.ca/drugs/APRD00533	Триттико®, Азона®
https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D1%83%D0%B2%D0%BE%D0%BA%D1%81%D0%B0%D0%BC%D0%B8%D0%BD	Флувоксамин	APRD00425	http://www.drugbank.ca/drugs/APRD00425	Феварин, Фаверин, Авоксин, Лувокс, Фавоксил, Рокона
https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D0%B0%D1%86%D0%B5%D1%82%D0%B0%D0%BC	Пирацетам	09210	https://www.drugbank.ca/r/DB09210	Луцетам, Мемотропил, Ноотропил, Пиратропил, Пирацетам, Церебрил, Ойкамид, Пирабене, Пирамем, Пиранол, Стамин и др.
https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D0%B8%D0%B1%D1%83%D1%82	Фенибут	13455	https://www.drugbank.ca/r/DB13455	Бифрен, Нообут, Ноофен, Анвифен
https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%BF%D0%B0%D0%BD%D1%82%D0%B5%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%B0	Гопантеновая кислота	14044	https://www.drugbank.ca/r/DB14044	Гопантам, Кальция гопантенат, Пантогам, Пантокальцин, Когнум
https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D0%B8%D1%82%D0%B8%D0%BD%D0%BE%D0%BB	Пиритинол	13084	https://www.drugbank.ca/r/DB13084	Tonobrein, Pyritinol, Пиридитол, Pyrithioxin, Cogitan, Neuroxin, Энербол, Neurotin, Cefalogen, Bonifen, Dipiridol, Enerbol, Psicobolin, Piritinol, Enbol, Энцефабол
https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%84%D0%B5%D0%B8%D0%BD	Кофеин	00201	https://www.drugbank.ca/r/DB00201	теин, матеин, кофеинум, гуаранин
https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%82%D0%B8%D0%BB%D1%84%D0%B5%D0%BD%D0%B8%D0%B4%D0%B0%D1%82	Метилфенидат	APRD00657	http://www.drugbank.ca/drugs/APRD00657	Ritalin, Ritalin SR, Ritalin LA, Concerta, Aptensio XR, Biphentin, Daytrana, Equasym, Medikinet, Metadate CD, Metadat ER, Methylin, QuilliChew ER, Quillivant XR, Xenidate XL
https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B1%D0%B5%D0%BB%D0%B8%D0%BD	Лобелин	05137	https://www.drugbank.ca/r/DB05137	Лобесил
https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D0%B3%D0%B5%D0%BA%D1%81%D0%B8%D1%84%D0%B5%D0%BD%D0%B8%D0%B4%D0%B8%D0%BB	Тригексифенидил	APRD00070	http://www.drugbank.ca/drugs/APRD00070	паркопан, циклодол
https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D1%8D%D1%82%D0%B0%D0%B7%D0%B8%D0%BD	Диэтазин	DB00623	http://www.drugbank.ca/drugs/DB00623	Динезин
https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BA%D1%81%D0%B5%D1%82%D0%B8%D0%BC%D0%B8%D0%B4	Дексетимид	08997	https://www.drugbank.ca/r/DB08997
https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0	Леводопа	APRD00309	http://www.drugbank.ca/drugs/APRD00309	Леводопа
https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D0%B5%D0%B3%D0%B8%D0%BB%D0%B8%D0%BD	Селегилин	APRD00525	http://www.drugbank.ca/drugs/APRD00525	Депренил, Когнитив, Ниар, Селгин, Селегос, Сепатрем, Элдеприл, Юмекс (Deprenyl, L-deprenyl, Cognitiv, Niar, Selgin, Selegos, Eldepryl, Jumex, Tumex)
https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B4%D0%B5%D0%B8%D0%BD	Кодеин	APRD00120	http://www.drugbank.ca/drugs/APRD00120	Кодеина основание, Кодеина фосфат полугидрат
https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BB%D0%BE%D1%80%D1%84%D0%B8%D0%BD	Налорфин	11490	https://www.drugbank.ca/r/DB11490
https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D0%BD%D1%82%D0%B0%D0%B7%D0%BE%D1%86%D0%B8%D0%BD	Пентазоцин	APRD01173	http://www.drugbank.ca/drugs/APRD01173	Лексир, Фортрал, Dolapent, Fortal, Fortalgesic, Fortral, Fortralin, Lexir, Magadolin, Pentagin, Pentazocine, Sosegon, Sosenyl, Sosigon, Talwin и др.
https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BB%D0%B1%D1%83%D1%84%D0%B8%D0%BD	Налбуфин	APRD01132	http://www.drugbank.ca/drugs/APRD01132	Нубаин, Nubain.
https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BF%D1%80%D0%B5%D0%BD%D0%BE%D1%80%D1%84%D0%B8%D0%BD	Бупренорфин	00921	https://www.drugbank.ca/r/DB00921
https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%82%D0%BE%D1%80%D1%84%D0%B0%D0%BD%D0%BE%D0%BB	Буторфанол	APRD00835	http://www.drugbank.ca/drugs/APRD00835	Буторфанол, Буторфанола тартрат, Веро-Буторфанол, Морадол, Стадол НС, Стадол®
https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D0%BC%D0%B8%D0%B4	Лоперамид	APRD00275	http://www.drugbank.ca/drugs/APRD00275	Веро-Лоперамид, Диара®, Имодиум®, Лопедиум, Лоперамид, Лоперамид-Акри®, Лоперамида гидрохлорид, Суперилоп
https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D1%82%D0%B0%D0%BD%D0%B8%D0%BB	Фентанил	DB00813	http://www.drugbank.ca/drugs/DB00813
https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BB%D0%BE%D0%BA%D1%81%D0%BE%D0%BD	Налоксон	01183	https://www.drugbank.ca/r/DB01183
https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BB%D1%82%D1%80%D0%B5%D0%BA%D1%81%D0%BE%D0%BD	Налтрексон	APRD00005	http://www.drugbank.ca/drugs/APRD00005	Антаксон, Продетоксон, Вивитрол, Налтрексон, Налтрексон ФВ, Налтрексона гидрохлорид
https://ru.wikipedia.org/wiki/%D0%90%D1%86%D0%B5%D1%82%D0%B8%D0%BB%D1%81%D0%B0%D0%BB%D0%B8%D1%86%D0%B8%D0%BB%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%B0	Ацетилсалициловая кислота	00945	https://www.drugbank.ca/r/DB00945	«Аспирин Кардио», «АСК-кардио», «Аскопирин», «Аспиватрин», «Аспикор», «Аспинат», «Аспирин», «Аспитрин», «Аспровит», «Ацекардол», «Ацсбирин», «КардиАСК», «Кардиопирин», «Кардиомагнил», «Некстрим Фаст», «Таспир», «Терапин», «Тромбо АСС», «Упсарин Упса», «Флуспирин»
https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D0%BD%D0%BE%D1%84%D0%B5%D0%BD%D0%B0%D0%B7%D0%BE%D0%BD	Аминофеназон	01424	https://www.drugbank.ca/r/DB01424	«Амидопирин», «Пирамидон»[3]
https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D0%B0%D0%B7%D0%BE%D0%BD	Феназон	DB01435	http://www.drugbank.ca/drugs/DB01435	Отирелакс, Отипакс
https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D0%B0%D1%86%D0%B5%D1%82%D0%B8%D0%BD	Фенацетин	03783	https://www.drugbank.ca/r/DB03783
